title,hID
Buckmasters Classics,786
Wake Up With Al,363
Marvel Super Heroes: Maximum Overload,461
BBC World News,1688
Supernatural,286
Sweetwater,349
Border Feud,440
The Million Dollar Hotel,691
Happening Now,479
The Girls Guide to Depravity,281
Late Night With Seth Meyers,388
30-Minute Meals,429
Hockey,771
Lalaloopsy,452
The Andy Griffith Show,517
The Kelly File,737
General Hospital,356
Alfred Hitchcock Presents,1625
Mob Wives,85
CBS Morning News,737
Judy Moody and the NOT Bummer Summer,295
Unusual Suspects,349
Lalaloopsy,632
Impractical Jokers,576
Digimon Fusion,160
Parks and Recreation,736
Life After Lockup,611
The Librarians,539
Murder Book,228
The Lead With Jake Tapper,177
Special Agent Oso,534
College Basketball,763
The Girls Guide to Depravity,440
Judge Hatchett,342
30-Minute Meals,674
Border Feud,637
Don Asletts Cleaning Secrets,608
Cheers,663
Forty Guns,111
Portable cooktop,502
The View,285
Sleepy Hollow,355
Lockup Tampa,98
TV13 News - Night Report,1625
Keith Craft,290
Movie,725
Fast Joint Relief,85
NFL Monday QB,676
NASCAR America,177
Unforgiven,608
100 Orgasms a Day,428
Fury at Gunsight Pass,457
The New Adventures of Old Christine,767
Fright Night,330
Around the NFL,513
Eyewitness News First at 4,767
Unusual Suspects,404
Digimon Fusion,722
NFL RUSH,722
Building Off the Grid: Alaska,786
Breakdown,318
WHP CBS 21 News at 5,281
Trauma: Life in the ER,111
The Ellen DeGeneres Show,603
State of Affairs,632
The Shining,299
Bonanza,683
Motives & Murders: Cracking the Case,794
Action News at 6:00 AM,537
The Lead With Jake Tapper,363
The Andy Griffith Show,1218
Team Umizoomi,633
Jungle Junction,539
Teeth,98
The Situation Room,691
George Hirsch Lifestyle,547
Perry Mason,440
Skin to the Max,712
Perry Mason,404
Hoarding: Buried Alive,281
69 News Sunrise - 6:00am,160
Hot Shots!,210
Loud Mouths,281
Africas Thunder River,576
Sixers Pregame,295
The Pursuit of Happyness,355
Gator Boys,621
Movie Loft,330
Flipping Boston,1767
Fighting Cancer: Real Stories of Healing,1218
U.S. Bounty Hunters,349
King Kong,676
Center Court,290
Skin to the Max,281
Lauryn Is Lost: A Disappeared Special,1452
American Restoration,299
Mad Money,553
21 DAY FIX,633
All Hands on Deck,627
The Jewish Jesus,1625
Fury at Gunsight Pass,440
WENY HD News,603
Eyewitness News Daybreak at 6am,458
NCIS,228
Wake Up With Al,663
The Pioneers,637
Happening Now,747
The Lead With Jake Tapper,295
The Prime of Miss Jean Brodie,485
PM Style,461
Vanderpump Rules,895
Devils Due,687
Panic Room,663
MC R&B Soul,688
Cabinet of Caligari,633
TMZ,310
Vanderpump Rules,28
More Than Money,609
Little House on the Prairie,363
Flashpoint,457
Restaurant: Impossible,576
Nightline,688
Peg Plus Cat,737
Cocaine Cowboys,480
Building Off the Grid: Alaska,328
Driving Miss Daisy,576
The Challenge: Battle of the Exes II,382
Team Umizoomi,1218
Mr. Deeds Goes to Town,633
Hoarding: Buried Alive,688
Cocaine Cowboys,722
FOX and Friends,635
Storm Stories,417
Broadway Danny Rose,763
NFL RUSH,627
Shock Treatment,293
Buckmasters Classics,485
Fright Night,539
NFL AM,355
South Park,767
The Patty Duke Show,388
Sunday in New York,293
Child Genius,238
Special Report With Bret Baier,281
Kick-Ass 2,461
Bridezillas,479
Chasing Classic Cars,318
My Skin Is Killing Me,534
Ice Cold Killers,355
Skin to the Max,382
Rides,310
Love It or List It,388
Dateline NBC,534
Paid Programming,694
Supernatural,715
Swamp Thing,722
30 Rock,694
Wahlburgers,691
Sleepy Hollow,285
I (Almost) Got Away With It,452
The Killer Speaks,111
Heartland Bowhunter,688
AntiAging Fountain of Youth,694
Mission to Mars,281
I Am Angus,539
High Heat,241
Blades Gone Wild $198.00 ``$9.95 S&H,281
Dog With a Blog,786
The Goldbergs,485
Demolition Man,1452
Peoples Choice Awards 2015,330
I Didnt Do It,771
The Challenge: Battle of the Exes II,609
World War II in Color,786
Little Man Tate,281
Rides,237
Local Weather,122
Impractical Jokers,404
Wahlburgers,318
Little Man Tate,736
Battlefield Detectives,688
Ice Cold Killers,417
Team Umizoomi,687
Sexier Holiday Hair,480
Monsters Inside Me,295
Moneyball,537
21 DAY FIX,712
45th Annual GMA Dove Awards,469
Daytime Jeopardy,334
Picker Sisters,452
Eyewitness News Daybreak at 6:30am,457
Law & Order: Special Victims Unit,767
Twin Tiers Morning Update,318
Motives & Murders: Cracking the Case,1688
The Pursuit of Happyness,238
Step Brothers,452
All Hands on Deck,452
Fright Night,587
Don Asletts Cleaning Secrets,356
Skin to the Max,1218
Flashpoint,895
Animal Atlas,627
Breaking Bald,772
Eyewitness News Daybreak at 5am,310
Intervention,603
MC R&B Classics,457
The Challenge: Battle of the Exes II,429
Coming Home,576
MC R&B Classics,318
FOX and Friends,712
Panic Room,469
The Ellen DeGeneres Show,794
FOX 29 News at Five,316
Meet the Parents,479
Judge Hatchett,691
Sell This House: Extreme,122
Morning Express With Robin Meade,342
Sixers Pregame,281
Jams Live,293
The Insider,1688
Center Court,98
Fast Joint Relief,286
AntiAging Fountain of Youth,576
Crossfire Hurricane,241
Shrek 2,122
General Hospital,281
On the Road,286
Sixers Pregame,479
Atomic Hotel Erotica,177
Friday Night Lights,111
Mob Wives,318
Inside West Coast Customs,725
Hart to Hart,771
The King of Queens,635
Kick-Ass 2,457
The Librarians,611
Vanderpump Rules,632
Devils Due,342
Son-in-Law,1688
Flea Market Flip,534
Hot Shots!,296
Shake It Up!,587
Lalaloopsy,517
High Heat,285
The Brothers Grimm,1688
Eyewitness News Daybreak at 5am,539
Kick Buttowski: Suburban Daredevil,635
Tignanello Handbags,547
MC Easy Listening,429
The Mindy Project,318
Texas Justice,458
The Curse of Oak Island,635
Kitchen Nightmares,1452
Joseph Rosendos Travelscope,736
truTV Top Funniest,293
Jungle Junction,281
Shock Treatment,228
Africas Thunder River,553
21 Jump Street,293
Marvel Super Heroes: Maximum Overload,285
Peg Plus Cat,330
Key Capitol Hill Hearings,457
Gunsmoke,160
My 600-Lb. Life,553
Crossfire Hurricane,334
Judge Hatchett,404
Peg Plus Cat,452
CBS 2 News at 6PM,349
PM Style,712
The Unguarded Hour,800
FOX and Friends,633
Movie Loft,517
Tignanello Handbags,567
CBS 2 News at 6PM,1452
Intervention,539
The Monday Night Show,674
The Gunfather,736
Nightline,417
69 News Weekend Edition,318
Philosophy: Beauty,480
Hoarding: Buried Alive,771
Worst Cooks in America,687
MC 90s,736
MC Easy Listening,621
Blades Gone Wild $198.00 ``$9.95 S&H,736
Paid Programming,98
Nightline,241
Eyewitness News First at 4,895
The Real World: Skeletons,238
House Hunters International,428
Wake Up With Al,285
Foreigner Peter Frampton Chicago,688
The Palomino,725
Judge Hatchett,160
State of Affairs,635
Paid Programming,388
Breakdown,763
The Gunfather,800
Loud Mouths,457
Unforgiven,737
Comedy Central Presents,296
The Interpreter,715
WENY HD News,609
Diagnosis Murder,469
Portable cooktop,694
The Monday Night Show,513
The Real,85
Bridezillas,895
South Park,1474
Kick Buttowski: Suburban Daredevil,603
Movie,485
Live Cameras and Forecast Maps,160
Erin Burnett OutFront,461
Driving Miss Daisy,177
Untold Stories of the E.R.,547
Baggage Claim,470
Chowder,587
Wake Up With Al,691
A Different Loyalty,404
The King of Queens,517
Animal Atlas,1688
Dateline NBC,786
Little Man Tate,786
Dateline NBC,895
Live Cameras and Forecast Maps,534
George Hirsch Lifestyle,160
Burn Notice,349
CBS News Sunday Morning,1474
Cabinet of Caligari,61
Heads of State,786
Newswatch 16 at 5pm,736
Jimmy Kimmel Live,687
Pawn Stars,440
Mob Wives,160
Nightline,285
Teeth,772
Inside Special Ops,676
The Painted Veil,480
Cheyenne,122
Ultimate Spider-Man: Web Warriors,342
Key Capitol Hill Hearings,592
Newswatch 16 at 10pm,632
At Home with Dan,691
Grimm,299
The Nile,587
Lalaloopsy,621
Wag the Dog,722
TMZ,576
Holmes Makes It Right,382
TMZ,725
69 News Weekend Edition,567
Picker Sisters,382
Motives & Murders: Cracking the Case,576
The Ruling Voice,1767
Beauty of Oil Painting With Gary,608
Don Asletts Cleaning Secrets,665
NCIS: Los Angeles,61
Bonanza,725
How I Met Your Mother,547
Mob Wives,694
Vanderpump Rules,537
Hockey,318
Wahlburgers,567
Kick-Ass 2,1767
Guys Grocery Games,517
State Department Briefing,786
The Painted Veil,1688
Live! With Kelly and Michael,576
My Sisters Keeper,567
Hot in Cleveland,363
Cold Case,330
Moneyball,736
Access Hollywood Live,295
Property Brothers,388
George Hirsch Lifestyle,349
The Girls Guide to Depravity,739
Storm Stories,285
Movie,404
The Walking Dead,301
FOX and Friends,122
The Wayans Bros.,485
Factory Made,1452
Africas Thunder River,295
Journey to the Earths Core,715
Extra,355
Fury at Gunsight Pass,725
Tulip Curl from Instyler!,736
Crossfire Hurricane,98
All Hands on Deck,786
Local Weather,567
Lauryn Is Lost: A Disappeared Special,665
Chowder,577
The Goldbergs,725
Max & Shred,334
Ed Wood,592
Jimmy Kimmel Live,592
Feast,895
TMZ,577
Demolition Man,736
George Hirsch Lifestyle,440
The Sting,577
King Kong,356
Border Feud,349
Paid Programming,290
Joseph Rosendos Travelscope,771
Driving Miss Daisy,665
Duck Dynasty,577
Cajun Justice,747
Movie Loft,683
The Ellen DeGeneres Show,479
Max & Shred,800
Curb Your Enthusiasm,440
Days of our Lives,299
Triggers: Weapons That Changed the World,318
The Walking Dead,577
The Magdalene Sisters,452
Fairy Tale: A True Story,356
Nightline,458
The Family Stone,382
Justice With Judge Mablean,794
Live Cameras and Forecast Maps,318
Dr. Drew on Call,349
Barefoot Contessa,627
Flea Market Flip,739
Shark Rocket Holiday Shine!,794
Combat School,587
Sunday in New York,553
News 8 at 5:30pm,404
At Home with Dan,1474
All Hands on Deck,1625
The Family Stone,681
Worst Cooks in America,665
MC Reggae,786
La Gata,767
Law & Order: Special Victims Unit,637
Mission to Mars,771
Legislative Report With Mario Scavello,428
Lone Star Mystery: A Disappeared Special,663
Rural Evening News,553
Mantracker,676
Crash,293
Sweetwater,577
Broadway Danny Rose,388
Watch TV For FREE!,295
Chowder,61
Curb Your Enthusiasm,665
Hot in Cleveland,238
Rural Evening News,470
The King of Queens,694
Adult Programming,1625
Flea Market Flip,763
Marvel Super Heroes: Maximum Overload,577
Donna Decorates Dallas,1767
NBC 10 News Today at 4:30a,461
Pawnography,517
News 8 at 11:00,237
Watch TV For FREE!,663
Tony Little Body by Bison,567
MC R&B Classics,480
Watch TV For FREE!,281
Guys Grocery Games,356
The Girls Guide to Depravity,290
Mad About You,111
Jungle Junction,228
Dog With a Blog,681
TMZ,665
Judge Hatchett,786
Who Wants to Be a Millionaire,539
King Kong,470
NCIS: Los Angeles,238
Dateline NBC,747
Live Cameras and Forecast Maps,663
Sell This House: Extreme,747
PSEs Wild Outdoors,316
Pawnography,786
The Closer,281
Demolition Man,502
Globe Trekker,581
Lauryn Is Lost: A Disappeared Special,694
Rural Evening News,328
Declassified,632
He Said She Said,388
American Restoration,286
State of Affairs,786
Further Adventures-Wilderness,28
Gaithers Homecoming,356
I (Almost) Got Away With It,296
In Living Color,334
Daytime Jeopardy,747
Law & Order: Special Victims Unit,295
Eyewitness News Daybreak at 6am,739
The Brothers Grimm,28
Key Capitol Hill Hearings,210
World War II in Color,1688
The Pioneers,592
Parks and Recreation,621
Trick To a Wrinkle-Free Face!,461
Eyewitness News First at 4,457
Good Day Philadelphia,241
Body Beast,1767
Days of our Lives,683
Center Court,800
Battlefield Detectives,160
30 Rock,299
High Heat,350
30-Minute Meals,470
Joseph Rosendos Travelscope,633
The New Adventures of Old Christine,577
The Painted Veil,429
The Situation Room,349
Judge Hatchett,577
The Goldbergs,355
FIFA Fútbol Mundial,715
Parks and Recreation,681
Movie,296
College Basketball,603
Driving Miss Daisy,581
Pawnography,722
Beautiful Creatures,688
Mob Wives,1474
A Different Loyalty,290
College Basketball,676
The Mindy Project,772
MC Rock Hits,286
Life After Lockup,349
Africas Thunder River,737
Inside West Coast Customs,581
Kick Buttowski: Suburban Daredevil,736
Monsters Inside Me,111
Wahlburgers,241
Johnny Carson,228
NFL Monday QB,480
The Jewish Jesus,417
Ice Cold Killers,228
MC Adult Alternative,715
Panic Room,334
Pop Hits,457
Restaurant: Impossible,736
American Wedding,349
Comedy Central Presents,61
Impractical Jokers,1767
The Celebrity Apprentice,674
Pawn Stars,1452
Shrek 2,737
House Hunters International,330
Guys Grocery Games,299
Dennis the Menace,485
The Sting,356
Love It or List It,296
The Librarians,330
The Librarians,587
MC 90s,457
Syriana,581
The Monday Night Show,737
The Andy Griffith Show,763
Glenn Beck Program,1474
The Challenge: Battle of the Exes II,771
Digimon Fusion,85
Next Day Air,330
Janes Journey,627
Secrets of the Arsenal,534
CHiPs,310
South Park,382
Escape Plan,576
Newswatch 16 at 10pm,676
Unusual Suspects,895
Inside the Trinity Family of Networks,736
I Am Angus,1767
Morning Express With Robin Meade,1767
Twin Tiers Morning Update,800
NASCAR Race Hub,479
Top 20 Most Shocking,632
The Island of Dr. Moreau,440
Twin Tiers Morning Update,177
Inside Special Ops,621
Cafeina,592
Daytime Jeopardy,1474
Movie,517
Syriana,534
MC R&B Classics,676
Mantracker,160
American Beaver,577
Impractical Jokers,632
Twin Tiers Morning Update,763
Pawn Stars,310
More Than Money,517
Justice With Judge Mablean,470
Unusual Suspects,429
My Skin Is Killing Me,210
Hockey,688
State of Affairs,663
I Am Angus,537
The Closer,429
Step Brothers,1474
American Wedding,355
South Park,469
FOX 29 News at Five,800
Flipping Boston,470
Heartland Bowhunter,470
How I Met Your Mother,674
Kick-Ass 2,28
69 News Weekend Edition,1452
The New Adventures of Old Christine,85
The Goldbergs,470
Walker Texas Ranger,286
Unusual Suspects,452
Sexier Holiday Hair,581
The Unguarded Hour,349
Teeth,228
Border Feud,800
Digimon Fusion,342
Eyewitness News Daybreak at 5am,111
Baggage,316
The Girls Guide to Depravity,502
Lone Star Mystery: A Disappeared Special,635
Say Yes to the Dress,712
UFC Main Event,635
Two and a Half Men,715
Curb Your Enthusiasm,480
The Magdalene Sisters,603
Portable cooktop,469
Shock Treatment,567
Extreme Births,694
Flashpoint,539
